0	zero	N_0_pl.wav
1	jeden	N_1_pl.wav
2	dwa	N_2_pl.wav
3	trzy	N_3_pl.wav
4	cztery	N_4_pl.wav
5	pięć	N_5_pl.wav
6	sześć	N_6_pl.wav
7	siedem	N_7_pl.wav
8	osiem	N_8_pl.wav
9	dziewięć	N_9_pl.wav
10	dziesięć	N_10_pl.wav
11	jedenaście	N_11_pl.wav
12	dwanaście	N_12_pl.wav
13	trzynaście	N_13_pl.wav
14	czternaście	N_14_pl.wav
15	piętnaście	N_15_pl.wav
16	szesnaście	N_16_pl.wav
17	siedemnaście	N_17_pl.wav
