0	noll	N_0_se.wav
1	ett, en	N_1_se.wav
2	två	N_2_se.wav
3	tre	N_3_se.wav
4	fyra	N_4_se.wav
5	fem	N_5_se.wav
6	sex	N_6_se.wav
7	sju	N_7_se.wav
8	åtta	N_8_se.wav
9	nio	N_9_se.wav
10	tio	N_10_se.wav
11	elva	N_11_se.wav
12	tolv	N_12_se.wav
13	tretton	N_13_se.wav
14	fjorton	N_14_se.wav
15	femton	N_15_se.wav
16	sexton	N_16_se.wav
17	sjutton	N_17_se.wav
